tokenID,name,description,file_name,attributes[Species],attributes[Body],attributes[Beak],attributes[Beak Style],attributes[Eyes],attributes[Eye Style],attributes[Cheeks],attributes[Crest],attributes[Crest Color],attributes[Crown],attributes[Crown Color],attributes[Accessory]
4539,Robingoose #4539,Honk honk,goose_4539.png,Goose,Orange,Green,Open,Black,Solid,No,No,None,No,None,No
4540,Robingoose #4540,Honk honk,goose_4540.png,Goose,Turquoise,Orange,Open,Pink,Two Tone,Yes,Yes,Pink,No,None,No
4541,Robingoose #4541,Honk honk,goose_4541.png,Goose,Blue,Purple,Open,Black,Solid,No,Yes,Blue,No,None,No
4542,Robingoose #4542,Honk honk,goose_4542.png,Goose,Purple,Salmon,Open,Black,Solid,Yes,Yes,Lime,No,None,No
4543,Robingoose #4543,Honk honk,goose_4543.png,Goose,Purple,White,Closed,Green,Two Tone,No,Yes,Purple,No,None,No
4544,Robingoose #4544,Honk honk,goose_4544.png,Goose,Pink,Black,Open,Turquoise,Solid,Yes,Yes,Pink,No,None,No
4545,Robingoose #4545,Honk honk,goose_4545.png,Goose,Yellow,Coral,Open,Pink,Two Tone,Yes,No,None,No,None,Yes
4546,Robingoose #4546,Honk honk,goose_4546.png,Goose,Salmon,Red,Closed,Coral,Two Tone,No,No,None,No,None,No
4547,Robingoose #4547,Honk honk,goose_4547.png,Goose,Turquoise,Salmon,Open,Black,Solid,Yes,No,None,No,None,No
4548,Robingoose #4548,Honk honk,goose_4548.png,Goose,Yellow,Orange,Open,Pink,Two Tone,No,Yes,Yellow,No,None,Yes
4549,Robingoose #4549,Honk honk,goose_4549.png,Goose,Blue,White,Open,Black,Solid,Yes,No,None,No,None,No
4550,Robingoose #4550,Honk honk,goose_4550.png,Goose,Yellow,Orange,Closed,Turquoise,Two Tone,No,No,None,No,None,Yes
4551,Robingoose #4551,Honk honk,goose_4551.png,Goose,Orange,Coral,Open,Black,Solid,Yes,Yes,Orange,No,None,No
4552,Robingoose #4552,Honk honk,goose_4552.png,Goose,Turquoise,Black,Closed,Orange,Solid,No,No,None,No,None,No
4553,Robingoose #4553,Honk honk,goose_4553.png,Goose,Black,Blue,Open,Red,Solid,Yes,No,None,No,None,No
4554,Robingoose #4554,Honk honk,goose_4554.png,Goose,Red,Yellow,Closed,Black,Solid,No,Yes,Orange,No,None,No
4555,Robingoose #4555,Honk honk,goose_4555.png,Goose,Yellow,Coral,Open,Blue,Two Tone,Yes,No,None,No,None,Yes
4556,Robingoose #4556,Honk honk,goose_4556.png,Goose,White,Green,Open,Lime,Two Tone,No,No,None,No,None,No
4557,Robingoose #4557,Honk honk,goose_4557.png,Goose,Green,White,Closed,Salmon,Two Tone,No,No,None,No,None,Yes
4558,Robingoose #4558,Honk honk,goose_4558.png,Goose,Purple,Black,Closed,Sky Blue,Two Tone,No,Yes,Purple,No,None,No
4559,Robingoose #4559,Honk honk,goose_4559.png,Goose,Black,White,Closed,Coral,Two Tone,No,No,None,Yes,Yellow,No
4560,Robingoose #4560,Honk honk,goose_4560.png,Goose,White,Yellow,Open,Turquoise,Two Tone,Yes,No,None,Yes,Yellow,No
4561,Robingoose #4561,Honk honk,goose_4561.png,Goose,Orange,Pink,Closed,Red,Two Tone,No,Yes,Orange,No,None,Yes
4562,Robingoose #4562,Honk honk,goose_4562.png,Goose,White,Purple,Closed,Pink,Two Tone,No,No,None,Yes,Black,No
4563,Robingoose #4563,Honk honk,goose_4563.png,Goose,White,Pink,Open,Orange,Two Tone,No,No,None,No,None,No
4564,Robingoose #4564,Honk honk,goose_4564.png,Goose,Salmon,Black,Open,Orange,Solid,Yes,Yes,Yellow,No,None,No
4565,Robingoose #4565,Honk honk,goose_4565.png,Goose,Orange,Coral,Open,Yellow,Two Tone,No,No,None,Yes,Black,No
4566,Robingoose #4566,Honk honk,goose_4566.png,Goose,Orange,Black,Open,Turquoise,Solid,Yes,Yes,Orange,No,None,No
4567,Robingoose #4567,Honk honk,goose_4567.png,Goose,Black,Turquoise,Open,Green,Two Tone,Yes,Yes,White,No,None,Yes
4568,Robingoose #4568,Honk honk,goose_4568.png,Goose,Coral,Red,Closed,Black,Solid,No,Yes,Yellow,No,None,No
4569,Robingoose #4569,Honk honk,goose_4569.png,Goose,White,Pink,Open,Black,Solid,Yes,Yes,Pink,No,None,No
4570,Robingoose #4570,Honk honk,goose_4570.png,Goose,Orange,Yellow,Open,White,Two Tone,Yes,Yes,Orange,No,None,No
4571,Robingoose #4571,Honk honk,goose_4571.png,Goose,White,Blue,Open,Coral,Two Tone,Yes,Yes,White,No,None,No
4572,Robingoose #4572,Honk honk,goose_4572.png,Goose,Green,Salmon,Open,Black,Solid,No,No,None,No,None,No
4573,Robingoose #4573,Honk honk,goose_4573.png,Goose,Orange,Yellow,Open,Purple,Two Tone,No,Yes,Orange,No,None,No
4574,Robingoose #4574,Honk honk,goose_4574.png,Goose,Purple,Sky Blue,Closed,Yellow,Two Tone,No,Yes,Purple,No,None,Yes
4575,Robingoose #4575,Honk honk,goose_4575.png,Goose,Lime,Orange,Open,Black,Solid,No,Yes,Yellow,No,None,No
4576,Robingoose #4576,Honk honk,goose_4576.png,Goose,White,Sky Blue,Open,Green,Two Tone,Yes,No,None,Yes,Yellow,No
4577,Robingoose #4577,Honk honk,goose_4577.png,Goose,White,Yellow,Open,Red,Two Tone,No,No,None,No,None,Yes
4578,Robingoose #4578,Honk honk,goose_4578.png,Goose,White,Yellow,Closed,Orange,Two Tone,No,No,None,No,None,Yes
4579,Robingoose #4579,Honk honk,goose_4579.png,Goose,Turquoise,Red,Closed,Blue,Two Tone,No,No,None,No,None,Yes
4580,Robingoose #4580,Honk honk,goose_4580.png,Goose,Yellow,Salmon,Open,Blue,Two Tone,Yes,Yes,Yellow,No,None,Yes
4581,Robingoose #4581,Honk honk,goose_4581.png,Goose,Salmon,Yellow,Closed,Green,Two Tone,No,No,None,No,None,Yes
4582,Robingoose #4582,Honk honk,goose_4582.png,Goose,Blue,Orange,Closed,Salmon,Two Tone,No,No,None,Yes,Yellow,No
4583,Robingoose #4583,Honk honk,goose_4583.png,Goose,Blue,Orange,Closed,Salmon,Two Tone,No,No,None,Yes,Black,No
4584,Robingoose #4584,Honk honk,goose_4584.png,Goose,Salmon,Yellow,Open,Green,Two Tone,Yes,Yes,Salmon,No,None,No
4585,Robingoose #4585,Honk honk,goose_4585.png,Goose,White,Yellow,Open,Blue,Two Tone,No,No,None,No,None,No
4586,Robingoose #4586,Honk honk,goose_4586.png,Goose,Yellow,Turquoise,Open,Sky Blue,Two Tone,No,Yes,Yellow,No,None,No
4587,Robingoose #4587,Honk honk,goose_4587.png,Goose,White,Orange,Closed,Yellow,Two Tone,No,No,None,Yes,Yellow,No
4588,Robingoose #4588,Honk honk,goose_4588.png,Goose,Salmon,Orange,Closed,Blue,Two Tone,No,Yes,Salmon,No,None,Yes
4589,Robingoose #4589,Honk honk,goose_4589.png,Goose,Red,Yellow,Open,Coral,Two Tone,Yes,No,None,No,None,No
4590,Robingoose #4590,Honk honk,goose_4590.png,Goose,Pink,Salmon,Open,Black,Solid,No,No,None,No,None,No
4591,Robingoose #4591,Honk honk,goose_4591.png,Goose,Orange,Yellow,Open,Sky Blue,Two Tone,No,No,None,No,None,No
4592,Robingoose #4592,Honk honk,goose_4592.png,Goose,White,Yellow,Closed,Salmon,Two Tone,No,Yes,White,No,None,Yes
4593,Robingoose #4593,Honk honk,goose_4593.png,Goose,Black,Lime,Open,Green,Two Tone,No,Yes,Purple,No,None,No
4594,Robingoose #4594,Honk honk,goose_4594.png,Goose,Orange,Black,Open,Turquoise,Two Tone,No,No,None,No,None,No
4595,Robingoose #4595,Honk honk,goose_4595.png,Goose,White,Salmon,Closed,Yellow,Two Tone,No,No,None,No,None,Yes
4596,Robingoose #4596,Honk honk,goose_4596.png,Goose,Yellow,Orange,Open,Salmon,Two Tone,No,No,None,No,None,No
4597,Robingoose #4597,Honk honk,goose_4597.png,Goose,Coral,White,Open,Black,Solid,No,Yes,Salmon,No,None,No
4598,Robingoose #4598,Honk honk,goose_4598.png,Goose,Sky Blue,Orange,Closed,White,Two Tone,No,No,None,Yes,Black,No
4599,Robingoose #4599,Honk honk,goose_4599.png,Goose,White,Yellow,Open,Sky Blue,Two Tone,Yes,No,None,No,None,No
4600,Robingoose #4600,Honk honk,goose_4600.png,Goose,Yellow,Orange,Open,Salmon,Two Tone,Yes,Yes,Yellow,No,None,Yes
4601,Robingoose #4601,Honk honk,goose_4601.png,Goose,Coral,Pink,Open,Yellow,Two Tone,Yes,Yes,Purple,No,None,No
4602,Robingoose #4602,Honk honk,goose_4602.png,Goose,White,Orange,Open,Sky Blue,Two Tone,Yes,No,None,Yes,Black,No
4603,Robingoose #4603,Honk honk,goose_4603.png,Goose,White,Turquoise,Closed,Coral,Two Tone,No,No,None,No,None,No
4604,Robingoose #4604,Honk honk,goose_4604.png,Goose,Green,Yellow,Closed,Coral,Two Tone,No,No,None,Yes,Black,No
4605,Robingoose #4605,Honk honk,goose_4605.png,Goose,Coral,Yellow,Open,Salmon,Two Tone,No,No,None,No,None,No
4606,Robingoose #4606,Honk honk,goose_4606.png,Goose,Yellow,Green,Closed,Black,Solid,No,No,None,No,None,No
4607,Robingoose #4607,Honk honk,goose_4607.png,Goose,Yellow,Pink,Closed,Coral,Two Tone,No,No,None,No,None,No
4608,Robingoose #4608,Honk honk,goose_4608.png,Goose,Yellow,Black,Open,Salmon,Solid,Yes,Yes,Yellow,No,None,No
4609,Robingoose #4609,Honk honk,goose_4609.png,Goose,Lime,Black,Closed,White,Two Tone,No,Yes,Red,No,None,No
4610,Robingoose #4610,Honk honk,goose_4610.png,Goose,White,Pink,Open,Red,Two Tone,No,Yes,White,No,None,No
4611,Robingoose #4611,Honk honk,goose_4611.png,Goose,Lime,Orange,Open,White,Two Tone,No,No,None,No,None,No
4612,Robingoose #4612,Honk honk,goose_4612.png,Goose,White,Lime,Open,Purple,Two Tone,Yes,No,None,No,None,No
4613,Robingoose #4613,Honk honk,goose_4613.png,Goose,Salmon,Orange,Closed,Coral,Two Tone,No,No,None,No,None,No
4614,Robingoose #4614,Honk honk,goose_4614.png,Goose,Black,Orange,Open,Blue,Two Tone,Yes,Yes,Black,No,None,Yes
4615,Robingoose #4615,Honk honk,goose_4615.png,Goose,Pink,Yellow,Closed,Red,Two Tone,No,No,None,Yes,Yellow,No
4616,Robingoose #4616,Honk honk,goose_4616.png,Goose,White,Red,Open,Black,Solid,No,Yes,Turquoise,No,None,No
4617,Robingoose #4617,Honk honk,goose_4617.png,Goose,Salmon,Coral,Open,Black,Solid,No,No,None,No,None,No
4618,Robingoose #4618,Honk honk,goose_4618.png,Goose,Yellow,Turquoise,Open,Black,Solid,No,Yes,Yellow,No,None,No
4619,Robingoose #4619,Honk honk,goose_4619.png,Goose,Red,Sky Blue,Open,Green,Two Tone,No,Yes,Red,No,None,No
4620,Robingoose #4620,Honk honk,goose_4620.png,Goose,Red,Blue,Open,Black,Solid,No,Yes,Red,No,None,No
4621,Robingoose #4621,Honk honk,goose_4621.png,Goose,Coral,Turquoise,Closed,Black,Solid,No,No,None,No,None,No
4622,Robingoose #4622,Honk honk,goose_4622.png,Goose,Black,Purple,Open,White,Solid,No,No,None,No,None,No
4623,Robingoose #4623,Honk honk,goose_4623.png,Goose,Blue,Green,Closed,Black,Solid,No,Yes,Salmon,No,None,No
4624,Robingoose #4624,Honk honk,goose_4624.png,Goose,Sky Blue,Orange,Open,Red,Two Tone,Yes,No,None,No,None,Yes
4625,Robingoose #4625,Honk honk,goose_4625.png,Goose,Red,Turquoise,Closed,Black,Solid,No,Yes,Red,No,None,No
4626,Robingoose #4626,Honk honk,goose_4626.png,Goose,Purple,White,Closed,Pink,Two Tone,No,No,None,Yes,Yellow,No
4627,Robingoose #4627,Honk honk,goose_4627.png,Goose,White,Red,Open,Orange,Two Tone,Yes,Yes,White,No,None,Yes
4628,Robingoose #4628,Honk honk,goose_4628.png,Goose,Yellow,Sky Blue,Closed,Black,Solid,No,Yes,Coral,No,None,No
4629,Robingoose #4629,Honk honk,goose_4629.png,Goose,Orange,Yellow,Open,Turquoise,Two Tone,Yes,No,None,No,None,No
4630,Robingoose #4630,Honk honk,goose_4630.png,Goose,Green,Orange,Closed,Turquoise,Two Tone,No,Yes,Green,No,None,Yes
4631,Robingoose #4631,Honk honk,goose_4631.png,Goose,Red,Orange,Open,Yellow,Two Tone,Yes,No,None,No,None,Yes
4632,Robingoose #4632,Honk honk,goose_4632.png,Goose,Sky Blue,Orange,Open,Purple,Two Tone,Yes,Yes,Turquoise,No,None,Yes
4633,Robingoose #4633,Honk honk,goose_4633.png,Goose,Black,Orange,Open,Pink,Two Tone,No,Yes,Black,No,None,No
4634,Robingoose #4634,Honk honk,goose_4634.png,Goose,Orange,Pink,Closed,Coral,Two Tone,No,No,None,No,None,No
4635,Robingoose #4635,Honk honk,goose_4635.png,Goose,Pink,Orange,Open,White,Two Tone,Yes,No,None,Yes,Yellow,No
4636,Robingoose #4636,Honk honk,goose_4636.png,Goose,Salmon,Orange,Open,Sky Blue,Two Tone,No,No,None,No,None,No
4637,Robingoose #4637,Honk honk,goose_4637.png,Goose,Coral,Orange,Closed,Blue,Two Tone,No,Yes,Red,No,None,Yes
4638,Robingoose #4638,Honk honk,goose_4638.png,Goose,Purple,Yellow,Open,Green,Two Tone,Yes,No,None,No,None,Yes
4639,Robingoose #4639,Honk honk,goose_4639.png,Goose,Salmon,Sky Blue,Open,Coral,Two Tone,Yes,No,None,Yes,Black,No
4640,Robingoose #4640,Honk honk,goose_4640.png,Goose,Salmon,Orange,Closed,Sky Blue,Two Tone,No,No,None,No,None,Yes
4641,Robingoose #4641,Honk honk,goose_4641.png,Goose,Sky Blue,Black,Closed,Green,Solid,No,Yes,Sky Blue,No,None,No
4642,Robingoose #4642,Honk honk,goose_4642.png,Goose,Pink,White,Open,Orange,Two Tone,Yes,No,None,Yes,Black,No
4643,Robingoose #4643,Honk honk,goose_4643.png,Goose,Pink,Green,Closed,Black,Solid,No,Yes,Yellow,No,None,No
4644,Robingoose #4644,Honk honk,goose_4644.png,Goose,Salmon,Yellow,Closed,White,Two Tone,No,No,None,Yes,Yellow,No
4645,Robingoose #4645,Honk honk,goose_4645.png,Goose,White,Salmon,Closed,Red,Two Tone,No,Yes,Blue,No,None,No
4646,Robingoose #4646,Honk honk,goose_4646.png,Goose,White,Orange,Open,Blue,Two Tone,No,No,None,No,None,No
4647,Robingoose #4647,Honk honk,goose_4647.png,Goose,Turquoise,Blue,Open,Black,Solid,Yes,Yes,Turquoise,No,None,No
4648,Robingoose #4648,Honk honk,goose_4648.png,Goose,Orange,Green,Open,Black,Solid,Yes,No,None,No,None,No
4649,Robingoose #4649,Honk honk,goose_4649.png,Goose,Purple,Lime,Open,Black,Solid,Yes,No,None,No,None,No
4650,Robingoose #4650,Honk honk,goose_4650.png,Goose,Black,Green,Open,Coral,Two Tone,Yes,Yes,Black,No,None,No
4651,Robingoose #4651,Honk honk,goose_4651.png,Goose,White,Purple,Open,Coral,Two Tone,No,Yes,White,No,None,Yes
4652,Robingoose #4652,Honk honk,goose_4652.png,Goose,White,Blue,Closed,Purple,Two Tone,No,No,None,Yes,Yellow,No
4653,Robingoose #4653,Honk honk,goose_4653.png,Goose,Orange,Black,Open,Green,Two Tone,No,Yes,Orange,No,None,Yes
4654,Robingoose #4654,Honk honk,goose_4654.png,Goose,Blue,Black,Open,Purple,Two Tone,No,Yes,Blue,No,None,No
4655,Robingoose #4655,Honk honk,goose_4655.png,Goose,Lime,Pink,Open,Black,Solid,Yes,No,None,No,None,No
4656,Robingoose #4656,Honk honk,goose_4656.png,Goose,Turquoise,Orange,Open,Black,Solid,No,Yes,Yellow,No,None,No
4657,Robingoose #4657,Honk honk,goose_4657.png,Goose,Coral,Orange,Open,Sky Blue,Two Tone,Yes,No,None,No,None,No
4658,Robingoose #4658,Honk honk,goose_4658.png,Goose,White,Black,Open,Green,Solid,No,No,None,No,None,No
4659,Robingoose #4659,Honk honk,goose_4659.png,Goose,Lime,Pink,Open,Sky Blue,Two Tone,No,Yes,Lime,No,None,No
4660,Robingoose #4660,Honk honk,goose_4660.png,Goose,Blue,Black,Open,White,Two Tone,No,No,None,Yes,Black,No
4661,Robingoose #4661,Honk honk,goose_4661.png,Goose,Purple,Red,Open,Black,Solid,Yes,Yes,Purple,No,None,No
4662,Robingoose #4662,Honk honk,goose_4662.png,Goose,White,Turquoise,Open,Black,Solid,No,No,None,No,None,No
4663,Robingoose #4663,Honk honk,goose_4663.png,Goose,White,Yellow,Open,Black,Solid,No,Yes,Orange,No,None,No
4664,Robingoose #4664,Honk honk,goose_4664.png,Goose,Black,Coral,Open,Red,Solid,No,No,None,No,None,No
4665,Robingoose #4665,Honk honk,goose_4665.png,Goose,Yellow,Black,Closed,Orange,Solid,No,Yes,Yellow,No,None,No
4666,Robingoose #4666,Honk honk,goose_4666.png,Goose,Red,Yellow,Open,Sky Blue,Two Tone,No,Yes,Red,No,None,No
4667,Robingoose #4667,Honk honk,goose_4667.png,Goose,White,Yellow,Open,Pink,Two Tone,Yes,No,None,Yes,Black,No
4668,Robingoose #4668,Honk honk,goose_4668.png,Goose,Yellow,Green,Open,Turquoise,Two Tone,No,No,None,No,None,No
4669,Robingoose #4669,Honk honk,goose_4669.png,Goose,Pink,Lime,Open,Black,Solid,No,No,None,No,None,No
4670,Robingoose #4670,Honk honk,goose_4670.png,Goose,White,Blue,Open,Purple,Two Tone,No,Yes,White,No,None,No
4671,Robingoose #4671,Honk honk,goose_4671.png,Goose,Turquoise,Yellow,Open,Orange,Two Tone,Yes,Yes,Turquoise,No,None,No
4672,Robingoose #4672,Honk honk,goose_4672.png,Goose,Black,Sky Blue,Open,Red,Solid,Yes,No,None,No,None,No
4673,Robingoose #4673,Honk honk,goose_4673.png,Goose,Salmon,White,Open,Blue,Two Tone,No,Yes,Salmon,No,None,No
4674,Robingoose #4674,Honk honk,goose_4674.png,Goose,White,Coral,Open,Orange,Two Tone,No,Yes,Blue,No,None,No
4675,Robingoose #4675,Honk honk,goose_4675.png,Goose,Sky Blue,Yellow,Open,Black,Solid,Yes,Yes,Green,No,None,No
4676,Robingoose #4676,Honk honk,goose_4676.png,Goose,Sky Blue,Orange,Closed,Pink,Two Tone,No,No,None,Yes,Black,No
4677,Robingoose #4677,Honk honk,goose_4677.png,Goose,Red,Orange,Open,Black,Solid,Yes,Yes,Salmon,No,None,No
4678,Robingoose #4678,Honk honk,goose_4678.png,Goose,Green,Yellow,Closed,Blue,Two Tone,No,No,None,No,None,Yes
4679,Robingoose #4679,Honk honk,goose_4679.png,Goose,Red,Orange,Closed,Yellow,Two Tone,No,Yes,Red,No,None,Yes
4680,Robingoose #4680,Honk honk,goose_4680.png,Goose,Sky Blue,Black,Closed,Turquoise,Two Tone,No,No,None,No,None,No
4681,Robingoose #4681,Honk honk,goose_4681.png,Goose,Salmon,Yellow,Closed,Orange,Two Tone,No,No,None,Yes,Yellow,No
4682,Robingoose #4682,Honk honk,goose_4682.png,Goose,Green,Turquoise,Open,Sky Blue,Two Tone,Yes,No,None,Yes,Black,No
4683,Robingoose #4683,Honk honk,goose_4683.png,Goose,White,Turquoise,Open,Red,Two Tone,Yes,No,None,Yes,Black,No
4684,Robingoose #4684,Honk honk,goose_4684.png,Goose,Orange,Black,Open,White,Solid,No,No,None,No,None,No
4685,Robingoose #4685,Honk honk,goose_4685.png,Goose,Salmon,Yellow,Open,White,Two Tone,Yes,No,None,Yes,Black,No
4686,Robingoose #4686,Honk honk,goose_4686.png,Goose,White,Blue,Open,Salmon,Two Tone,No,No,None,Yes,Black,No
4687,Robingoose #4687,Honk honk,goose_4687.png,Goose,Coral,Orange,Closed,Blue,Two Tone,No,Yes,Coral,No,None,No
4688,Robingoose #4688,Honk honk,goose_4688.png,Goose,Sky Blue,Orange,Open,Salmon,Two Tone,Yes,Yes,Salmon,No,None,No
4689,Robingoose #4689,Honk honk,goose_4689.png,Goose,Purple,Yellow,Open,Pink,Two Tone,No,Yes,Purple,No,None,No
4690,Robingoose #4690,Honk honk,goose_4690.png,Goose,White,Orange,Open,Purple,Two Tone,Yes,No,None,Yes,Black,No
4691,Robingoose #4691,Honk honk,goose_4691.png,Goose,White,Coral,Closed,Turquoise,Two Tone,No,Yes,White,No,None,Yes
4692,Robingoose #4692,Honk honk,goose_4692.png,Goose,Purple,White,Open,Blue,Two Tone,No,Yes,Purple,No,None,Yes
4693,Robingoose #4693,Honk honk,goose_4693.png,Goose,Yellow,Turquoise,Open,Black,Solid,Yes,Yes,Yellow,No,None,No
4694,Robingoose #4694,Honk honk,goose_4694.png,Goose,Pink,Salmon,Closed,Lime,Two Tone,No,No,None,No,None,Yes
4695,Robingoose #4695,Honk honk,goose_4695.png,Goose,White,Sky Blue,Open,Red,Two Tone,No,No,None,Yes,Black,No
4696,Robingoose #4696,Honk honk,goose_4696.png,Goose,Pink,Yellow,Closed,Green,Two Tone,No,No,None,Yes,Yellow,No
4697,Robingoose #4697,Honk honk,goose_4697.png,Goose,Sky Blue,Blue,Closed,Coral,Two Tone,No,Yes,Sky Blue,No,None,No
4698,Robingoose #4698,Honk honk,goose_4698.png,Goose,Purple,Coral,Open,White,Two Tone,Yes,No,None,No,None,No
4699,Robingoose #4699,Honk honk,goose_4699.png,Goose,White,Yellow,Open,Green,Two Tone,No,No,None,Yes,Black,No
4700,Robingoose #4700,Honk honk,goose_4700.png,Goose,Purple,Yellow,Open,Black,Solid,No,Yes,Red,No,None,No
4701,Robingoose #4701,Honk honk,goose_4701.png,Goose,White,Blue,Open,Black,Solid,Yes,Yes,Coral,No,None,No
4702,Robingoose #4702,Honk honk,goose_4702.png,Goose,White,Orange,Open,Salmon,Two Tone,No,No,None,No,None,Yes
4703,Robingoose #4703,Honk honk,goose_4703.png,Goose,White,Turquoise,Open,Sky Blue,Two Tone,Yes,Yes,Salmon,No,None,Yes
4704,Robingoose #4704,Honk honk,goose_4704.png,Goose,Black,Orange,Closed,Sky Blue,Two Tone,No,No,None,No,None,Yes
4705,Robingoose #4705,Honk honk,goose_4705.png,Goose,Blue,Yellow,Closed,Black,Solid,No,Yes,Turquoise,No,None,No
4706,Robingoose #4706,Honk honk,goose_4706.png,Goose,Green,Orange,Open,Black,Solid,Yes,Yes,Salmon,No,None,No
4707,Robingoose #4707,Honk honk,goose_4707.png,Goose,Purple,Yellow,Closed,Salmon,Two Tone,No,Yes,Purple,No,None,Yes
4708,Robingoose #4708,Honk honk,goose_4708.png,Goose,Black,Green,Open,White,Solid,Yes,No,None,No,None,No
4709,Robingoose #4709,Honk honk,goose_4709.png,Goose,Red,Orange,Open,Black,Solid,No,Yes,Blue,No,None,No
4710,Robingoose #4710,Honk honk,goose_4710.png,Goose,Sky Blue,Yellow,Open,Purple,Two Tone,No,No,None,Yes,Yellow,No
4711,Robingoose #4711,Honk honk,goose_4711.png,Goose,Coral,Yellow,Closed,Black,Solid,No,Yes,Purple,No,None,No
4712,Robingoose #4712,Honk honk,goose_4712.png,Goose,White,Lime,Closed,Turquoise,Two Tone,No,Yes,White,No,None,Yes
4713,Robingoose #4713,Honk honk,goose_4713.png,Goose,Yellow,Pink,Closed,Turquoise,Two Tone,No,Yes,Yellow,No,None,Yes
4714,Robingoose #4714,Honk honk,goose_4714.png,Goose,Yellow,Orange,Closed,Black,Solid,No,Yes,Green,No,None,No
4715,Robingoose #4715,Honk honk,goose_4715.png,Goose,White,Yellow,Closed,Blue,Two Tone,No,Yes,Red,No,None,Yes
4716,Robingoose #4716,Honk honk,goose_4716.png,Goose,White,Coral,Open,Black,Solid,Yes,No,None,No,None,No
4717,Robingoose #4717,Honk honk,goose_4717.png,Goose,Blue,Pink,Closed,Coral,Two Tone,No,Yes,Blue,No,None,No
4718,Robingoose #4718,Honk honk,goose_4718.png,Goose,Coral,Blue,Open,Black,Solid,Yes,Yes,Black,No,None,No
4719,Robingoose #4719,Honk honk,goose_4719.png,Goose,Sky Blue,Pink,Closed,Red,Two Tone,No,No,None,No,None,No
4720,Robingoose #4720,Honk honk,goose_4720.png,Goose,White,Turquoise,Closed,Lime,Two Tone,No,No,None,Yes,Black,No
4721,Robingoose #4721,Honk honk,goose_4721.png,Goose,Orange,Yellow,Closed,Salmon,Two Tone,No,Yes,Orange,No,None,No
4722,Robingoose #4722,Honk honk,goose_4722.png,Goose,Lime,White,Open,Coral,Two Tone,Yes,No,None,No,None,Yes
4723,Robingoose #4723,Honk honk,goose_4723.png,Goose,White,Green,Open,Black,Solid,Yes,Yes,Blue,No,None,No
4724,Robingoose #4724,Honk honk,goose_4724.png,Goose,White,Orange,Open,Sky Blue,Two Tone,No,Yes,White,No,None,Yes
4725,Robingoose #4725,Honk honk,goose_4725.png,Goose,Turquoise,Yellow,Closed,Purple,Two Tone,No,Yes,Turquoise,No,None,No
4726,Robingoose #4726,Honk honk,goose_4726.png,Goose,Salmon,Green,Open,Black,Solid,No,No,None,No,None,No
4727,Robingoose #4727,Honk honk,goose_4727.png,Goose,Turquoise,Blue,Closed,Salmon,Two Tone,No,No,None,No,None,Yes
4728,Robingoose #4728,Honk honk,goose_4728.png,Goose,Red,Pink,Closed,Turquoise,Two Tone,No,Yes,Red,No,None,No
4729,Robingoose #4729,Honk honk,goose_4729.png,Goose,White,Turquoise,Open,Black,Solid,No,Yes,Sky Blue,No,None,No
4730,Robingoose #4730,Honk honk,goose_4730.png,Goose,Sky Blue,Blue,Open,Black,Solid,Yes,Yes,Sky Blue,No,None,No
4731,Robingoose #4731,Honk honk,goose_4731.png,Goose,Sky Blue,White,Closed,Orange,Two Tone,No,No,None,Yes,Yellow,No
4732,Robingoose #4732,Honk honk,goose_4732.png,Goose,Black,Orange,Open,Pink,Two Tone,Yes,Yes,Black,No,None,No
4733,Robingoose #4733,Honk honk,goose_4733.png,Goose,Coral,Green,Open,White,Two Tone,Yes,No,None,Yes,Black,No
4734,Robingoose #4734,Honk honk,goose_4734.png,Goose,Turquoise,Lime,Closed,Red,Two Tone,No,Yes,Turquoise,No,None,No
4735,Robingoose #4735,Honk honk,goose_4735.png,Goose,Lime,Orange,Closed,Purple,Two Tone,No,Yes,Lime,No,None,Yes
4736,Robingoose #4736,Honk honk,goose_4736.png,Goose,Sky Blue,Orange,Open,Blue,Two Tone,No,No,None,Yes,Black,No
4737,Robingoose #4737,Honk honk,goose_4737.png,Goose,Lime,Pink,Closed,Black,Solid,No,Yes,Lime,No,None,No
4738,Robingoose #4738,Honk honk,goose_4738.png,Goose,Purple,Orange,Open,White,Two Tone,Yes,Yes,Sky Blue,No,None,Yes
4739,Robingoose #4739,Honk honk,goose_4739.png,Goose,Salmon,Yellow,Open,Pink,Two Tone,Yes,No,None,No,None,No
4740,Robingoose #4740,Honk honk,goose_4740.png,Goose,White,Orange,Open,Purple,Two Tone,No,No,None,No,None,No
4741,Robingoose #4741,Honk honk,goose_4741.png,Goose,Black,Yellow,Open,White,Solid,No,Yes,Sky Blue,No,None,No
4742,Robingoose #4742,Honk honk,goose_4742.png,Goose,White,Yellow,Closed,Orange,Two Tone,No,Yes,White,No,None,Yes
4743,Robingoose #4743,Honk honk,goose_4743.png,Goose,Turquoise,Yellow,Closed,Black,Solid,No,Yes,Lime,No,None,No
4744,Robingoose #4744,Honk honk,goose_4744.png,Goose,Black,Orange,Closed,Yellow,Two Tone,No,No,None,No,None,No
4745,Robingoose #4745,Honk honk,goose_4745.png,Goose,Orange,Yellow,Closed,Black,Solid,No,Yes,Sky Blue,No,None,No
4746,Robingoose #4746,Honk honk,goose_4746.png,Goose,Turquoise,Yellow,Closed,Black,Solid,No,Yes,Pink,No,None,No
